Send,發送
10000 years ago,10000年前
1870s,1870年代
Where is the Cenotaph located?,Cenotaph在哪裡？
Bannockburn,班諾克本
2 hours,2小時
2nd and 3rd centuries,第二和第三世紀
Because there was no fighting,因為沒有戰鬥
Youth Court,青年法院
What is the Turner Prize given for?,特納獎是為了什麼？
Bessemer process,Bessemer流程
190,190
What tools did the Bronze age people introduce?,人們介紹了什麼工具？
Skara Braes,Skara胸罩
When were the women given the right to vote at the same age as men?,婦女什麼時候授予與男性同齡的投票權？
Select TWO popular social networking websites,選擇兩個流行的社交網站
What percentage of the population has a grandparent born outside of the UK?,在英國以外的祖父母出生的祖父母有多少百分比？
In a Church,在教堂裡
Spain and France,西班牙和法國
All of these,所有這些
Which TWO countries took part in the Battle of Agincourt?,哪兩個國家參加了阿金庫特戰役？
Deciding whether a person is guilty,決定一個人是否有罪
"Charles II was interested in science. During his reign, the Royal Society was formed to promote 'natural knowledge'.",查爾斯二世對科學感興趣。在統治期間，皇家學會旨在促進“自然知識”。
Rotten boroughs,腐爛的行政區
The Best Album,最好的專輯
Your local County Court,您當地的縣法院
Your name and age,你的名字和年齡
97 years,97年
Spacage,空間
Great Landowners,偉大的土地所有者
The UK government hasn't used the power to suspend the Northern Ireland Assembly,英國政府沒有使用權力暫停北愛爾蘭議會
Open ballots,打開選票
Cardiff,加的夫
western England,英格蘭西部
Who won two gold medals for running in the 2004 Olympic Games?,誰在2004年奧運會上贏得了兩枚金牌？
Army Officers,軍官
Which TWO British Actors have recently won Oscars?,哪兩個英國演員最近贏得了奧斯卡獎？
What percentage of the UK population doesn't follow a religion?,英國人口中有多少百分比不遵循宗教？
France and the Netherlands,法國和荷蘭
The leader of the Opposition appoints senior opposition MPs to be what?,反對派的領導人任命高級反對黨議員是什麼？
By contacting the education service,通過聯繫教育服務
Dame Kelly Holmes,凱利·福爾摩斯夫人
Wales makes up 6% of the total population,威爾士佔總人口的6％
That the prophet Ibrahim was willing to sacrifice his son when God ordered him to,先知易卜拉欣願意犧牲他的兒子
19th century only,僅19世紀
To improve transport systems,改善運輸系統
What county is 'Maiden Castle' in?,“少女城堡”在哪個縣？
The small claims procedure in Scotland and Northern Ireland is used for claims of less than what amount?,蘇格蘭和北愛爾蘭的小額索賠程序用於索賠少於多少？
Henry V,亨利五世
Alexander McQueen,亞歷山大·麥昆
The UN has five members in total,聯合國共有五名成員
Boyne,博恩
1979,1979年
Allowed to collect taxes,允許徵稅
Why is 1928 an important date for women's rights?,為什麼1928年是婦女權利的重要日期？
Women were given the right to vote,婦女獲得投票權
Glass,玻璃
The London Eye,倫敦眼
What is the system that automatically deducts tax called?,自動扣除稅的系統是什麼？
Where is Sutton Hoo?,Sutton Hoo在哪裡？
Production of bronze,銅的生產
What was the population of the UK in 1998?,1998年英國的人口是多少？
Who is the Patron St of Wales?,誰是威爾士的讚助人？
3 days,3天
The jury decides on the penalty if the defendant is found guilty,陪審團決定罰款，如果被告有罪
Which Castles are in use to this day?,到目前為止，哪些城堡正在使用？
The UK and Ireland,英國和愛爾蘭
Which court deals with the most serious cases in Scotland?,哪個法院處理蘇格蘭最嚴重的案件？
400 million,4億
17%,17％
20 million,20000000
5%,5％
may pass laws on foreign and defence affairs,可以通過外國和國防事務法律
Pool,水池
Invasion of Berlin on May 9,5月9日入侵柏林
1%,1％
The Channel Islands are self-governing,頻道群島是自治的
Novels,小說
Who was Isambard Kingdom Brunel?,誰是Isambard王國Brunel？
Introduced basic democracy,引入了基本民主
1502,1502
84%,84％
The Shadow Cabinet,陰影櫃
What party won the General Election in 2010?,哪個政黨在2010年贏得了大選？
Welsh Assembly,威爾士議會
The Roman invasion,羅馬入侵
North-West Europe,西北歐洲
Discrimination in the workplace,在工作場所歧視
A public holiday,公共假期
Restricted Driver,受限制的駕駛員
Who is Queen Elizabeth II married to?,伊麗莎白二世女王嫁給了誰？
"When walking your dog in a public place, what must you ensure?",當您的狗在公共場所帶走時，您必須確保什麼？
Where was Robert Burns from?,羅伯特·伯恩斯在哪裡？
Local Mayors,當地市長
What did the Statute of Rhuddlan do?,Rhuddlan的法規做了什麼？
"Cnut also ""Canute""",Cnut也“ Canute”
Who was the first 'Scottish King'?,誰是第一個“蘇格蘭國王”？
Ali Kerimov,阿里·克里莫夫（Ali Kerimov）
£500,£500
Cycling,騎自行車
The prime minister,總理
Personal Trainer Awards,私人教練獎
Attending a Church on Sundays,週日參加教堂
Keeping an allotment,保留分配
When did the BBC start the first radio broadcast?,英國廣播公司何時開始第一個廣播？
Dutch princess,荷蘭公主
Christianity,基督教
West England,西英格蘭
Where did the ancestors of the first farmers come from?,第一批農民的祖先從哪裡來？
Shrove Monday,星期一
What is the only major golf tournament held outside of the US?,什麼是美國境外唯一舉行的主要高爾夫比賽？
King's increased power,國王的力量增加
St Columba,聖哥倫巴
What does St Patrick's cross look like?,聖帕特里克的十字架是什麼樣的？
Peers nominated by the Prime Minister can only serve for their lifetime,總理提名的同齡人只能在他們的一生中任職
The people of the UK,英國人民
"During the Victorian period, transport link improved, enabling goods and people to move easily around the country",在維多利亞時期，運輸鏈接得到了改善，使商品和人能夠輕鬆地在全國各地移動
4000,4000
1656,1656年
"He was married to the young daughter of King James II of England, Wales and Ireland",他嫁給了英格蘭，威爾士和愛爾蘭國王詹姆斯二世的小女兒
1 March 1977,1977年3月1日
In the north of England,在英國北部
What percentage of the UK population lives in England?,英國人口中有多少百分比居住在英國？
What is 'Snowdon'?,什麼是“斯諾登”？
Volcanic Lava,火山熔岩
Potatoes,土豆
MPs,國會議員
Sir Chris Hoy,克里斯·霍伊爵士
1861,1861年
It's a criminal offence to owe someone money,欠某人錢是刑事犯罪
Who built the Tower of London?,誰建造了倫敦塔？
What is the percentage of Sikh living in the UK?,錫克教徒居住在英國的百分比是多少？
Jean Westwood and Lawrence Demmy,讓·韋斯特伍德和勞倫斯·德米
Buddhism,佛教
High Court,高等法院
Windsor Palace,溫莎宮
Dame Ellen MacArthur is famous for her achievements in which sport?,埃倫·麥克阿瑟（Ellen MacArthur）夫人以她在哪種運動中取得的成就而聞名？
"If an MP dies or resigns, there will be a fresh General election",如果國會議員去世或辭職，將舉行新的大選
The Anglo-Saxons established Christianity when they invaded Britain,盎格魯撒克遜人入侵英國時建立了基督教
How many members does The Northern Ireland Assembly have?,北愛爾蘭議會有幾個成員？
What service can you use to find a lawyer or a solicitor?,您可以使用什麼服務來找到律師或律師？
One week old,一個星期大
1961,1961年
17th century,17世紀
Free university education in the UK,英國免費大學教育
What is the name of the building where the Northern Irish Assembly meets?,北愛爾蘭議會會議的建築物的名稱是什麼？
What is the longest distance on the mainland in the UK?,英國大陸上最長的距離是多少？
Nurse,護士
New food and cloth,新食物和布
Ralph Vaughan Williams was strongly influenced by traditional English folk music,拉爾夫·沃恩·威廉姆斯（Ralph Vaughan Williams）受到傳統英國民間音樂的強烈影響
30th of November,11月30日
Who chairs the debates in the House of Commons?,誰主持了下議院的辯論？
20%,20％
1919,1919年
Royal Ascot,皇家阿斯科特
Where can you see the 'Bayeux Tapestry' today?,您今天在哪裡可以看到“ Bayeux掛毯”？
St Andrew,聖安德魯
Messiah,彌賽亞
How many countries make up the EU?,有多少國家組成歐盟？
Dormitory,宿舍
When is St George's Day?,聖喬治日什麼時候？
1955,1955年
Tragedy Play,悲劇玩
The Iron Age,鐵器時代
How many member states does the UN have?,聯合國有幾個會員國？
The landowners and the slaves,土地所有者和奴隸
Who had the title 'Lord Protector'?,誰擁有“勳爵保護者”的頭銜？
What helped the progress of the industrial revolution?,是什麼幫助工業革命的進步？
Matthew Harris Jouett,馬修·哈里斯·喬伊特（Matthew Harris Jouett）
AD 100,廣告100
1712,1712
12 months,12個月
Which of the Houses is more important in today's Britain?,在當今的英國，哪些房屋更重要？
King's,國王
National Insurance contribution,國家保險捐款
Hidcote,Hidcote
Eastern coast of America,美國東海岸
Roulette,輪盤賭
James Cook,詹姆斯·庫克
What followed the Bronze Age?,青銅時代之後是什麼？
A 2 minute silence,2分鐘的沉默
Reduced the power of the King,降低了國王的力量
Clement Attlee,克萊門特·阿特利
Which TWO industries developed during the Great Depression?,大蕭條期間哪兩個行業發展？
Inverness,因弗內斯
Queen reign over the UK,女王統治英國
Argentina,阿根廷
Getting paid for the time spent advertising,為花費的時間報酬
When was the Scottish Parliament formed?,蘇格蘭議會何時形成？
Who won the Wars of the Roses?,誰贏得了玫瑰的戰爭？
"Which TWO of these roles, in the UK, are unpaid?",在英國，哪個角色中有哪個無薪？
9 days,9天
1999,1999
Increased power of the  parliament,議會的力量增加
The jury decides whether a person is 'guilty' or 'not guilty' based on what they have heard,陪審團決定一個人是根據他們所聽到的，是“有罪的”還是“無罪”
The Middle Ages,中世紀
Conservative,保守的
The cabinet where the Prime Minister had to resign,總理必須辭職的內閣
The Anglo Saxon invasion,盎格魯撒克遜人入侵
Catholic,天主教徒
T in the Park,T在公園裡
Which famous poet's work was inspired by Nature?,哪個著名詩人的作品受自然的啟發？
Indian,印度人
16th century,16世紀
Chancellor of the Exchequer,財政大臣
Life peers are appointed by the monarchy on the advice of the Prime Minister,君主制在總理的建議下任命了生命同齡人
Which of these is an Anglo-Saxon poem?,其中哪一個是盎格魯 - 撒克遜詩？
The PM chooses the Speaker,下午選擇演講者
Sir Edward Elgar,愛德華·埃爾加爵士
Nearly 20% of the population has a parent or grandparent born outside the UK.,近20％的人口有一個父母或祖父母出生在英國以外的地方。
USA,美國
"What are the parliaments in Scotland, Wales and Northern Ireland also known as?",蘇格蘭，威爾士和北愛爾蘭的議會是什麼？
"How many members does a jury in England, Wales and Northern Ireland have?",英格蘭，威爾士和北愛爾蘭的陪審團有多少成員？
Many schools organise events to raise money for extra equipment or out-of-school activities,許多學校組織活動以籌集資金，以供額外的設備或校外活動
78%,78％
India,印度
All ISAs and Savings Certificates,所有ISA和儲蓄證書
Ernest Rutherford,歐內斯特·盧瑟福
1890s,1890年代
"Roast beef, which is served with potatoes, vegetables, Yorkshire puddings",烤牛肉，搭配土豆，蔬菜，約克郡布丁
About 20 mins,大約20分鐘
The Brit Awards,英國獎
"only ""Grand Slam"" event played on grass",唯一在草地上播放的“大滿貫”活動
"The Swinging Sixties was a period of new ideas about politics, philosophy and science",搖擺的六十年代是關於政治，哲學和科學的新想法
"In the Citizenship Survey, 21% of people said that they had no religion.",在公民身份調查中，有21％的人說他們沒有宗教信仰。
Select TWO famous Athletes,選擇兩個著名運動員
UK,英國
To represent the people of the UK,代表英國人民
London,倫敦
When did motor-car racing start in the UK?,汽車賽車何時從英國開始？
Concorde,協和
Studying your area,研究您的地區
Sir Edwin Lutyens,埃德溫·盧蒂斯爵士
A rose,玫瑰
When was the famous satirical magazine 'Punch' published?,著名的諷刺雜誌“ Punch”什麼時候出版？
The Archbishop of Canterbury,坎特伯雷大主教
12,12
When did people learn how to make bronze?,人們什麼時候學習如何製作銅？
How often do the ministers meet to discuss important issues?,部長多久見面一次討論重要問題？
Cutting hair,剪髮
Tories,保守黨
Houses and Monuments,房屋和古蹟
Which flower is associated with Northern Ireland?,哪種花與北愛爾蘭有關？
One half,一半
Self-Assessment,自我評估
The UK has a constitutional monarchy,英國有憲法君主制
The Norman Conquest was the first  successful foreign invasion of England and led to many changes in government and social structures in England.,諾曼（Norman）征服是英格蘭首次成功的外國入侵，導致了英格蘭政府和社會結構的許多變化。
1,1
An actor,演員
Dame Judi Dench,朱迪·丹奇（Dame Judi Dench）
What is the official name of the country?,該國的官方名稱是什麼？
"British, Irish and Eligible Commonwealth Citizens only",英國，愛爾蘭和符合條件的英聯邦公民
Tomato,番茄
Political Leader,政治領袖
Sir Charles Chaplin,查爾斯·卓別林爵士
Knowledge of English Language,英語知識
"William, the Duke of Edinburgh",威廉，愛丁堡公爵
Who took the title 'King of Ireland'?,誰獲得了“愛爾蘭國王”的頭銜？
the Clearances,間隙
Stone,石頭
First past the post system,首先是郵政系統
Where was Florence Nightingale born?,佛羅倫薩夜鶯在哪裡出生？
In June,在六月
18th century only,僅18世紀
Premier Tennis Association,總理網球協會
Edward II,愛德華二世
The Christian Church,基督教教會
8 days,8天
Where did the engineers come from in the middle ages?,工程師來自中世紀的何處？
The Festival of Fire,火節
Where can you find the ship HMS Victory now?,您現在在哪裡可以找到HMS勝利？
110,110
A Scottish tennis player,蘇格蘭網球運動員
St Augustine led missionaries from Rome. Where did he spread Christianity?,聖奧古斯丁帶領傳教士來自羅馬。他在哪里傳播了基督教？
Refuge,避難所
may pass legislation on anything not specifically reserved to the UK Parliament,可能會通過任何不專門保留給英國議會的立法
A game of Basketball,籃球比賽
To vote in local and national government elections,在地方和國家政府選舉中投票
North Africa,北非
Poker,撲克
English laws and the English language were introduced in Wales by the middle of which century?,英語法律和英語是在哪個世紀中葉在威爾士引入的？
Hurricane,颶風
Noon,中午
2010,2010
The UN was set up straight after the First World War. It now has over 190 countries as members,聯合國在第一次世界大戰後直接成立。現在，它擁有190多個國家的成員
Debates in the House of Commons are chaired by the Prime Minister.,下議院的辯論由總理主持。
Independents,獨立人士
Individual liberty,個人自由
When did the UK join the EEC?,英國什麼時候加入EEC？
1455,1455
Wilfred Owen,威爾弗雷德·歐文（Wilfred Owen）
Establishment of the NHS,建立NHS
What happens if an MP dies or resigns?,如果國會議員去世或辭職會怎樣？
Derbyshire,德比郡
In the West,在西方
Community Centre,社區活動中心
5th November 1705,1705年11月5日
"£3,000","£3,000"
Jayne Torvill,傑恩·托維爾（Jayne Torvill）
"In 1998, what was the estimated population of the UK?",1998年，英國的估計人口是多少？
Republicans,共和黨人
Discrimination in the workplace is a criminal offence,工作場所的歧視是刑事犯罪
The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development,英聯邦是一個國家的協會，互相支持並共同努力實現民主和發展中的共同目標
The Monarch,君主
80%,80％
Child Benefit payments,兒童福利支付
"Elizabeth became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada.",伊麗莎白成為英國歷史上最受歡迎的君主之一，尤其是在1588年之後，英國人擊敗了西班牙艦隊。
How many National Parks are there in the UK?,英國有多少個國家公園？
Disputes about faulty goods,關於貨物錯誤的爭議
Appellate Court,上訴法院
"4,000 years ago",4000年前
May 1945,1945年5月
15th century,15世紀
1917,1917年
Who resides in 10 Downing Street?,誰居住在唐寧街10號？
Henry Purcell,亨利·珀塞爾
Local government,地方政府
The Prime Minister appoints about 80 senior MPs to become ministers in charge of departments.,總理任命約80名高級議員成為負責部門的部長。
The Copenhagen Concert Hall,哥本哈根音樂廳
When were the Anglo-Saxon kingdoms established in England?,盎格魯 - 撒克遜王國什麼時候在英國建立？
Prince William,威廉王子
Who wrote 'The Lord of the Rings”?,誰寫了《指環王》？
"During the 1950s, further immigration was encouraged for economic reasons.",在1950年代，由於經濟原因，鼓勵進一步的移民。
1721-1742,1721-1742
How long can you use an EU driving licence for?,您可以使用歐盟駕駛執照多長時間？
Where is Loch Lomond located?,洛蒙德湖在哪裡？
Instant runoff,即時徑流
10 minutes,10分鐘
Rowing,划船
1653,1653
It helps you build your skills for work and life,它可以幫助您建立工作和生活的技能
The Battle of Culloden,庫洛登之戰
PAYE (Pay as you earn),PAYE（您賺取的付款）
White,白色的
Which of the events is the landing of allied forces in Normandy?,盟軍在諾曼底的登陸是哪些事件？
What was encouraged to develop the UK economy in 1950?,什麼鼓勵在1950年發展英國經濟？
18th of August,8月18日
Which TWO are associated with a Bank Holiday?,哪兩個與銀行假期有關？
Roomage,空間
EURO 2012,2012歐元
Northern Ireland,北愛爾蘭
Cow,奶牛
Catholic Church,天主教會
31st of October,10月31日
Defence,防禦
10,10
1945,1945年
Which TWO are safe places to go and stay in for anyone facing domestic violence?,哪個是安全的地方，要陪伴面臨家庭暴力的任何人？
Which house won the War of the Roses?,哪所房子贏得了玫瑰戰？
Local authorities,地方當局
Acceptable,可以接受
"Who captained the English cricket team and holds a number of records, both for batting and bowling?",誰在擊球和保齡球比賽中擔任英國板球隊並保持許多記錄？
23rd April,4月23日
Scotland,蘇格蘭
Who was the first man to be called the 'Prime Minister'?,誰是第一個被稱為“總理”的人？
The Wimbledon Championship,溫網冠軍
Which of the devolved administrations has been suspended a few times?,哪個權力的政府已被暫停幾次？
How many AMs does the Welsh government have?,威爾士政府有幾個AM？
The borders,邊界
The Home office,內政部
AD 600,廣告600
12 years,12年
Speak and read English,說和閱讀英語
Tell the people who live near you not to make noise,告訴住在你附近的人不要發出噪音
Children,孩子們
Wilfred Owen and Siegfried Sassoon,威爾弗雷德·歐文（Wilfred Owen）和西格弗里德·薩森（Siegfried Sassoon）
2013,2013
Self-assessment,自我評估
"In Northern Ireland, Deputy District Judges hear minor criminal cases",在北愛爾蘭，副地區法官聽取了較小的刑事案件
"As the Middle Class grew, the Reform Act of 1832 greatly increased the number of people with the right to vote.",隨著中產階級的發展，1832年的《改革法案》大大增加了擁有投票權的人數。
"A Welsh artist, best known for his engravings and stained glass",威爾士藝術家，以其版畫和彩色玻璃而聞名
The Speaker is elected by fellow MPs using the open ballot system,揚聲器由國會議員使用公開投票系統選舉
When did the BBC begin the world's first regular TV service?,英國廣播公司何時開始世界上第一個常規電視服務？
1554,1554年
31st of November,11月31日
Protestant,新教
Who designed the Dumfries House in Scotland?,誰在蘇格蘭設計了鄧弗里斯的房子？
Invasion of Ireland,入侵愛爾蘭
Recycling your waste,回收浪費
What celebration takes place on the 25th of December each year?,每年12月25日舉行什麼慶祝活動？
Extremism,極端主義
Mathematical Principles of Natural Philosophy,自然哲學的數學原理
Bobby Moore,鮑比·摩爾
The state retirement pension,國家退休退休金
Through visitors services,通過訪客服務
"When you arrive at the polling station, the staff will ask for your name and address.",當您到達投票站時，工作人員會要求您的姓名和地址。
Near Manchester,在曼徹斯特附近
Disability Living Allowance,殘疾生活津貼
A Life in the UK pass certificate,英國通行證證書中的生活
1789,1789年
Every 7 years,每7年一次
Freedom of religion and political views,宗教自由和政治觀點
Historical Villages,歷史村莊
"To be able to vote in a parliamentary, local or European election, you must have your name on the electoral register",為了能夠在議會，地方或歐洲大選中投票，您必須在選舉登記冊上有自己的名字
Why is 1969 a very important year in British history?,為什麼1969年是英國歷史上非常重要的一年？
What was 'Shampooing' when it was first introduced?,首次引入時，“洗頭”是什麼？
Parent Teacher Association,家長教師協會
What is the Mercury Music Prize awarded for?,水星音樂獎是什麼？
The Welsh Assembly has the power to make laws in Health Services,威爾士議會有權制定衛生服務法律
People living in the UK must pay tax on which of the following TWO?,居住在英國的人們必須對以下兩個人繳稅？
What were the Canterbury Tales about?,坎特伯雷的故事是什麼？
Radiator,散熱器
Teamleader,隊長
What can 'Carry on' be associated with?,“繼續”與什麼相關？
Sir Robin Knox-Johnston,羅賓·諾克斯·約翰斯頓爵士
Only if the local people support them,只有當地人支持他們
63 AD,公元63
What is the day before Lent called?,四旬齋的前一天是什麼？
Who appoints 'Life peers”?,誰任命“生活同齡人”？
Travelling in the UK,在英國旅行
The Act for Government of Wales,威爾士政府法案
District Judge,地方法官
Brideshead Revisited,重新訪問了新的
It was set up after the Second World War,它是在第二次世界大戰後建立的
Facebook,Facebook
"A landscape painter, most famous for his works of Dedham Vale on the Suffolk-Essex border in the East of England",景觀畫家，以他在英格蘭東部的薩福克 - 埃塞克斯邊境上的迪德姆谷作品而聞名
One third,三分之一
20th century,20世紀
Where can you get help if you can't afford to pay a vet?,如果您負擔不起支付獸醫，您可以在哪裡獲得幫助？
5th November 1605,1605年11月5日
14 years,14年
What organisations try to influence government policy?,哪些組織試圖影響政府政策？
How long did the Hundred Years War last for?,百年戰爭持續了多長時間？
"The Speaker is an MP, he/she represents a constituency and deals with constituents' problems like any other MP",演講者是國會議員，他/她代表一個選區，並且像其他國會議員一樣處理選民的問題
When did the first Christian communities begin to appear in Britain?,第一個基督教社區何時開始在英國出現？
Foreign Secretary,外交大臣
14th century,14世紀
classified,分類
The Magna Carta established the idea that even the king was subject to the law.,大憲章確定了即使是國王也受到法律約束的想法。
Apples,蘋果
When were films first shown in the UK?,電影什麼時候首次在英國放映？
How many times did Sir Jackie Stewart win the Formula 1 championship?,傑基·斯圖爾特爵士贏得了多少次方程式冠軍？
Henry I,亨利一世
PAK-22,PAK-22
What was the name of plague that killed one third of the population of England in 1348?,1348年殺死了英格蘭人口的三分之一的瘟疫的名字是什麼？
17 May 1967,1967年5月17日
The Battle of Waterloo,滑鐵盧之戰
Which Two British film actors have recently won Oscars?,哪兩個英國電影演員最近贏得了奧斯卡獎？
How I met your mother,老爸老媽的浪漫史
The Judge,法官
A castle,一座城堡
Pressure groups and lobby groups are organisations which try to influence government policy,壓力小組和遊說團體是試圖影響政府政策的組織
The second-largest party in the House of Commons is called the opposition.,下議院的第二大政黨被稱為反對派。
Who designed the Clifton Suspension Bridge?,誰設計了克利夫頓懸架橋？
Which party forms the government?,哪個政黨組成政府？
A Shamrock,三葉草
"Since the Middle Ages, when did the first Jews come to Britain to settle in London?",自中世紀以來，第一批猶太人甚麼時候來英國定居在倫敦？
Rudyard Kipling was born in South Africa,魯德亞德·吉卜林（Rudyard Kipling）出生於南非
Which of these was said by Winston Churchill?,溫斯頓·丘吉爾（Winston Churchill）說了哪一個？
Sir Jackie Stewart,傑基·斯圖爾特爵士
AD 410,廣告410
2 years,2年
EEC was set up in 1957 by six countries,EEC由六個國家於1957年成立
Represent everyone in their constituency,代表所有人
Members of the police,警察
A 30 second silence,30秒的沉默
The Bing Bang theory,Bing Bang理論
The first verse of the UK National Anthem begins with 'God save the Queen',英國國歌的第一節經文始於“上帝拯救女王”
"In which year was Britain's first woman Prime Minister, Margaret Thatcher, elected to join the parliament of United Kingdom?",英國首位女總理瑪格麗特·撒切爾（Margaret Thatcher）當選為加入英國議會的哪一年？
53,53
Employment benefits,就業福利
Essex,埃塞克斯
The first Jews to come to Britain since the Middle Ages settled in London in 1656.,自1656年中世紀以來，第一個來英國的猶太人來到英國。
Magistrates Court,裁判法院
Hannukah,哈努卡
The reason for your arrest,您被捕的原因
Tennis,網球
1400 miles,1400英里
Wealthy People,富有的人
Catherine,凱瑟琳
People of Ireland,愛爾蘭人
What is the highest denomination of coins one can find in the UK?,在英國可以找到的硬幣的最高姓名是什麼？
Who appoints the local Chief Constable?,誰任命當地首席警官？
The Internet,互聯網
How many member states does the Commonwealth have?,英聯邦有幾個會員國？
Garden design,花園設計
What party won the election in 1945 (After WWII)?,哪個政黨在1945年（第二次世界大戰之後）贏得了選舉？
What is the capital of Scotland?,蘇格蘭的首都是什麼？
Catherine of Aragon and Anne Boleyn,阿拉貢的凱瑟琳和安妮·博林
1516,1516年
School holidays,學校假期
What food is traditionally associated with Wales?,傳統上哪種食物與威爾士有關？
James Watt was famous for his work on what?,詹姆斯·瓦特（James Watt）以什麼作品而聞名？
"What term arose after the evacuation of 300,000 people from the beaches?",從海灘撤離30萬人後，出現了什麼術語？
21%,21％
All day,一整天
Which TWO are located in Scotland?,哪兩個位於蘇格蘭？
When did Britain recognise the American colonies' independence?,英國什麼時候認識到美國殖民地的獨立性？
The Government report,政府報告
Which TWO are notable British artists?,兩位著名的英國藝術家？
Who was the 'Iron Duke” that defeated the Emperor Napoleon?,誰是擊敗拿破崙皇帝的“鐵公爵”？
The Youth Development Service,青年發展服務
"Your name, contact details and age",您的姓名，聯繫方式和年齡
AD 879,AD 879
Given a warning,給出警告
When did England win the World Cup?,英格蘭什麼時候贏得世界杯？
The Black Death,黑死病
1 million,百萬
That your dog wears a collar showing the name and address of the owner,你的狗穿著一個衣領，顯示主人的名字和地址
1959,1959年
Which of the following statements does NOT apply to the United Nations?,以下哪個陳述不適用於聯合國？
Efficiently running factories,有效運行工廠
Where were the MacDonalds of Glencoe originally from?,Glencoe的MacDonalds最初來自哪裡？
The Anglican Church,英國國教教堂
The Queen chooses the Speaker,女王選擇演講者
Theft and assault,盜竊和攻擊
1000,1000
Handing out leaflets in the street,在街上分發傳單
New Political Ideas,新的政治思想
"Throughout the 1990s, Britain played a leading role in coalition forces involved in the liberation of Kuwait",在整個1990年代，英國在涉及科威特解放的聯盟部隊中發揮了領導作用
The National Citizen Service provides military training to young people,國家公民服務部為年輕人提供軍事培訓
When did Scotland abolish the authority of the Pope?,蘇格蘭什麼時候廢除教皇的權威？
Go to the pub every Friday,每個星期五去酒吧
Prevent War,防止戰爭
Wiltshire,威爾特郡
1 year,1年
People have to pay tax on pensions in the UK,人們必須對英國的退休金繳稅
Free college education in Scotland,蘇格蘭免費大學教育
Freeview Channels,FreeView頻道
Edinburgh and Windsor,愛丁堡和溫莎
"Members in the Welsh Assembly can speak English and Welsh, and all publications of the Assembly are in both languages",威爾士議會的成員可以說英語和威爾士語，並且大會的所有出版物均以兩種語言
What is the name given to the conflict between those wishing for full Irish independence and those wishing to remain loyal to the UK government?,那些希望擁有全面愛爾蘭獨立的人與希望忠於英國政府的人之間的衝突是什麼？
What is the 'King James” Bible?,什麼是“詹姆斯國王”聖經？
Celtic and Anglo Saxon,凱爾特人和盎格魯撒克遜人
Danelaw,Danelaw
Berkshire,伯克希爾
What is the name given to rented additional land which people use to grow fruit and vegetable?,人們用來種植水果和蔬菜的租金的額外土地的名字是什麼？
Where is the best preserved prehistoric village 'Skara Brae on Orkney” located?,保存完好的史前村莊“奧克尼上的Skara Brae”在哪裡？
Civil MP,民事議員
"£4,000","£4,000"
Which country did NOT gain its independence from the British Empire in 1947?,哪個國家在1947年沒有從大英帝國獲得獨立性？
Central Europe,歐洲中部
The Council of Europe has the power to make European laws,歐洲理事會有權制定歐洲法律
Which TWO did the Romans establish in Britain?,羅馬人在英國建立了哪兩個？
The Glorious Revolution was called the 'Glorious revolution” because there was no fighting in England and it guaranteed the power of Parliament,光榮的革命被稱為“光榮的革命”，因為英格蘭沒有戰鬥，它保證了議會的力量
Police and Crime Commissioners,警察和犯罪專員
1991,1991
"How many national parks are there in England, Wales and Scotland?",英格蘭，威爾士和蘇格蘭有多少個國家公園？
Southern Railway,南部鐵路
"Margaret Thatcher, Britain's first woman Prime Minister belonged to the Conservative Party.",瑪格麗特·撒切爾（Margaret Thatcher），英國的第一位女總理屬於保守黨。
National Insurance is needed if you wish to work in the UK,如果您想在英國工作，則需要國家保險
The 40 days before Christmas,聖誕節前40天
The period after the Norman Conquest up until about 1485 is called the Middle Ages was a time of almost constant war.,諾曼征服直到1485年左右的時期被稱為中世紀，這是一個幾乎持續的戰爭的時期。
The Tower of London,倫敦塔
Students,學生
Your vet,你的獸醫
Fountains Abbey,噴泉修道院
"The Mousetrap','Jesus Christ Superstar' and 'Evita' are examples of British what?",Mousetrap'，“耶穌基督超級巨星”和“ Evita”是英國人的例子嗎？
When is Halloween (an ancient festival) celebrated?,什麼時候慶祝萬聖節（古老的節日）？
What percentage of the work force are women?,女性是勞動力的百分比？
The 40 days after Easter,復活節後40天
eastern England,英格蘭東部
Taken to his home,帶到他的家
Jude the Obscure,裘德晦澀
What is the money limit for the small claims procedure in England and Wales?,英格蘭和威爾士的小額索賠程序的貨幣限制是多少？
Online Voting,在線投票
John Logie Baird,約翰·洛吉·貝爾德（John Logie Baird）
Sign,符號
What were James II's supporters known as?,詹姆斯二世的支持者被稱為什麼？
Parliament's,議會
King Robert the Bruce,國王羅伯特·布魯斯
Spanish princess,西班牙公主
EastEnders and Coronation Street are popular soap operas.,Eastenders和加冕街是受歡迎的肥皂劇。
"In May 1660, Parliament invited Charles II to come back from exile in the Netherlands. He was crowned King Charles II of England, Wales, Scotland and Ireland.",1660年5月，議會邀請查爾斯二世從荷蘭流放回來。他被加冕為英格蘭，威爾士，蘇格蘭和愛爾蘭國王查爾斯二世。
Royal Yacht Britannia,皇家遊艇不列顛尼亞
Every 4 years,每4年一次
A plot to blow up the Houses of Parliament in 1605,1605年炸毀議會大廈的情節
8%,8％
Beefeaters,牛肉
